Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Wahil,2022-10-31 18:13:42,00:07:51,,The Watcher: Saison 1: Sur un air de Wagner (Épisode 3),,Chrome PC (Cadmium),00:43:59,00:43:59,FR (France)
Wahil,2022-10-31 16:34:37,00:30:48,,The Watcher: Saison 1: Sur un air de Wagner (Épisode 3),,Chrome PC (Cadmium),00:32:41,Not latest view,FR (France)
Wahil,2022-10-31 15:54:57,00:38:45,,The Watcher: Saison 1: Sacrifice humain (Épisode 2),,Chrome PC (Cadmium),00:46:54,00:46:54,FR (France)
Wahil,2022-10-31 15:09:25,00:45:31,,"The Watcher: Saison 1: Bienvenue, chers amis (Épisode 1)",,Chrome PC (Cadmium),00:45:31,00:45:31,FR (France)
Wahil,2022-10-31 15:08:23,00:00:14,Autoplayed: user action: None; ,Saison 1 (Extrait) : Si j'avais su,HOOK,Chrome PC (Cadmium),00:00:14,00:00:14,FR (France)
Wahil,2022-10-31 15:01:48,00:06:31,,Une femme en éclats: Saison 1: Épisode 1 (Épisode 1),,Chrome PC (Cadmium),00:06:31,00:06:31,FR (France)
Wahil,2022-10-31 15:01:03,00:00:16,Autoplayed: user action: None; ,Saison 1 (Extrait) : Une femme en éclats,HOOK,Chrome PC (Cadmium),00:00:16,00:00:16,FR (France)
Wahil,2022-10-31 10:36:25,00:00:15,Autoplayed: user action: None; ,Saison 1 (Extrait) : Inside Man,HOOK,Chrome PC (Cadmium),00:00:15,00:00:15,FR (France)
Wahil,2022-10-31 02:12:38,00:41:53,,용팔이: Saison 1: Épisode 8 (Épisode 8),,Android DefaultWidevineL3Phone Android Phone,00:59:26,00:59:26,FR (France)
Wahil,2022-10-31 01:47:20,00:24:54,,용팔이: Saison 1: Épisode 7 (Épisode 7),,Android DefaultWidevineL3Phone Android Phone,00:58:19,00:58:19,FR (France)
Wahil,2022-10-31 01:11:37,00:35:21,,용팔이: Saison 1: Épisode 6 (Épisode 6),,Android DefaultWidevineL3Phone Android Phone,00:59:05,00:59:05,FR (France)
Wahil,2022-10-31 01:11:29,00:00:02,,용팔이: Saison 1: Épisode 7 (Épisode 7),,Android DefaultWidevineL3Phone Android Phone,00:00:31,Not latest view,FR (France)
Wahil,2022-10-31 01:11:22,00:00:02,,용팔이: Saison 1: Épisode 6 (Épisode 6),,Android DefaultWidevineL3Phone Android Phone,00:59:10,Not latest view,FR (France)
Wahil,2022-10-31 00:27:18,00:43:46,,용팔이: Saison 1: Épisode 5 (Épisode 5),,Android DefaultWidevineL3Phone Android Phone,00:57:45,00:57:45,FR (France)
Wahil,2022-10-30 23:48:41,00:38:20,,용팔이: Saison 1: Épisode 4 (Épisode 4),,Android DefaultWidevineL3Phone Android Phone,00:59:22,00:59:22,FR (France)
Wahil,2022-10-30 23:43:27,00:05:10,,용팔이: Saison 1: Épisode 3 (Épisode 3),,Android DefaultWidevineL3Phone Android Phone,00:58:50,00:58:50,FR (France)
Wahil,2022-10-30 23:06:06,00:29:26,,용팔이: Saison 1: Épisode 3 (Épisode 3),,Chrome PC (Cadmium),00:49:13,Not latest view,FR (France)
Wahil,2022-10-30 22:28:37,00:33:03,,용팔이: Saison 1: Épisode 2 (Épisode 2),,Chrome PC (Cadmium),00:58:42,00:58:42,FR (France)
Wahil,2022-10-30 20:56:55,00:51:02,,용팔이: Saison 1: Épisode 1 (Épisode 1),,Chrome PC (Cadmium),00:59:23,00:59:23,FR (France)
Wahil,2022-10-30 20:55:09,00:00:01,,용팔이: Saison 1: Épisode 1 (Épisode 1),,Chrome PC (Cadmium),00:00:29,Not latest view,FR (France)
Wahil,2022-10-30 20:50:58,00:00:13,,Master's Sun: Saison 1: Épisode 2 (Épisode 2),,Chrome PC (Cadmium),00:28:29,00:28:29,FR (France)
Wahil,2022-10-30 20:49:26,00:00:06,Autoplayed: user action: None; ,Doctor Stranger: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:06,00:00:06,FR (France)
Wahil,2022-10-30 20:47:59,00:00:05,Autoplayed: user action: None; ,Rain or Shine: Season 1_hook_05_16x9,HOOK,Chrome PC (Cadmium),00:00:05,00:00:05,FR (France)
Wahil,2022-10-30 20:45:52,00:00:05,Autoplayed: user action: None; ,Oh My Baby: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:05,00:00:05,FR (France)
Wahil,2022-10-30 20:43:10,00:00:10,Autoplayed: user action: None; ,Saison 1 (Extrait) : The King's Affection,HOOK,Chrome PC (Cadmium),00:00:10,00:00:10,FR (France)
Wahil,2022-10-30 20:41:50,00:00:08,Autoplayed: user action: None; ,When My Love Blooms: Season 1_hook_02_16x9,HOOK,Chrome PC (Cadmium),00:00:08,00:00:08,FR (France)
Wahil,2022-10-30 20:38:13,00:00:04,,Twenty Five Twenty One: Saison 1: Épisode 2 (Épisode 2),,Chrome PC (Cadmium),00:29:18,00:29:18,FR (France)
Wahil,2022-10-30 20:38:03,00:00:05,Autoplayed: user action: None; ,Saison 1 (Teaser 1) : Twenty Five Twenty One,TRAILER,Chrome PC (Cadmium),00:00:05,00:00:05,FR (France)
Wahil,2022-10-30 20:37:22,00:00:14,Autoplayed: user action: None; ,L'Amour en laisse (Extrait) : L'Amour en laisse,HOOK,Chrome PC (Cadmium),00:00:14,00:00:14,FR (France)
Wahil,2022-10-30 19:37:14,00:00:20,Autoplayed: user action: None; ,Saison 5 (Extrait) : Big Mouth,HOOK,Chrome PC (Cadmium),00:00:20,00:00:20,FR (France)
Wahil,2022-10-30 19:36:53,00:01:08,Autoplayed: user action: None; ,Saison 1 (Extrait) : Dubai Bling,HOOK,Chrome PC (Cadmium),00:00:00,00:00:00,FR (France)
Wahil,2022-10-30 18:57:49,00:16:53,,20th Century Girl,,Chrome PC (Cadmium),01:57:50,01:57:50,FR (France)
Wahil,2022-10-30 18:56:30,00:01:13,Autoplayed: user action: None; ,Teaser : Wendell et Wild,TRAILER,Chrome PC (Cadmium),00:01:13,00:01:13,FR (France)
Wahil,2022-10-30 11:30:48,01:04:52,,20th Century Girl,,Chrome PC (Cadmium),01:17:51,Not latest view,FR (France)
Wahil,2022-10-28 20:22:37,00:20:30,,Meurtres sans ordonnance,,Chrome PC (Cadmium),00:20:39,00:20:39,FR (France)
Wahil,2022-10-28 20:21:47,00:00:36,Autoplayed: user action: None; ,20th Century Girl (Extrait) : 20th Century Girl,HOOK,Chrome PC (Cadmium),00:00:36,00:00:36,FR (France)
Wahil,2022-10-28 20:21:21,00:00:10,Autoplayed: user action: None; ,À l'ouest rien de nouveau (Extrait) : À l'ouest rien de nouveau,HOOK,Chrome PC (Cadmium),00:00:10,00:00:10,FR (France)
Wahil,2022-10-28 19:42:57,00:02:02,,Saison 1 (Bande-annonce) : Mal & Fils,TRAILER,Chrome PC (Cadmium),00:02:02,00:02:02,FR (France)
Wahil,2022-10-28 17:45:50,00:00:47,Autoplayed: user action: None; ,Fortune Feimster: Good Fortune (Extrait 2) : Fortune Feimster: Good Fortune,HOOK,Chrome PC (Cadmium),00:00:00,00:00:00,FR (France)
Wahil,2022-10-28 16:26:19,00:25:34,,Once Upon a Small Town: Saison 1: Épisode 12 (Épisode 12),,Android DefaultWidevineL3Phone Android Phone,00:35:05,00:35:05,FR (France)
Wahil,2022-10-28 16:16:29,00:09:46,,Once Upon a Small Town: Saison 1: Épisode 11 (Épisode 11),,Android DefaultWidevineL3Phone Android Phone,00:33:36,00:33:36,FR (France)
Wahil,2022-10-28 15:55:21,00:15:01,,Once Upon a Small Town: Saison 1: Épisode 11 (Épisode 11),,Chrome PC (Cadmium),00:20:52,Not latest view,FR (France)
Wahil,2022-10-28 15:38:23,00:12:50,,Once Upon a Small Town: Saison 1: Épisode 10 (Épisode 10),,Chrome PC (Cadmium),00:33:51,00:33:51,FR (France)
Wahil,2022-10-28 14:58:52,00:24:15,,Once Upon a Small Town: Saison 1: Épisode 9 (Épisode 9),,Chrome PC (Cadmium),00:33:51,00:33:51,FR (France)
Wahil,2022-10-28 14:53:49,00:05:00,,Once Upon a Small Town: Saison 1: Épisode 8 (Épisode 8),,Chrome PC (Cadmium),00:31:34,00:31:34,FR (France)
Wahil,2022-10-28 14:52:44,00:01:02,Autoplayed: user action: None; ,Saison 6 (Teaser) : Big Mouth,TEASER_TRAILER,Chrome PC (Cadmium),00:00:00,00:00:00,FR (France)
Wahil,2022-10-28 14:29:36,00:15:38,,Once Upon a Small Town: Saison 1: Épisode 8 (Épisode 8),,Android DefaultWidevineL3Phone Android Phone,00:26:34,Not latest view,FR (France)
Wahil,2022-10-28 14:03:10,00:25:26,,Once Upon a Small Town: Saison 1: Épisode 7 (Épisode 7),,Android DefaultWidevineL3Phone Android Phone,00:36:22,00:36:22,FR (France)
Wahil,2022-10-28 14:01:10,00:01:48,,Saison 1 (Bande-annonce) : Romantic Killer,TRAILER,Android DefaultWidevineL3Phone Android Phone,00:01:30,00:01:30,FR (France)
Wahil,2022-10-26 14:38:19,00:01:30,,Saison 1 (Bande-annonce) : Lookism,TRAILER,Android DefaultWidevineL3Phone Android Phone,00:00:01,00:00:01,FR (France)
Wahil,2022-10-25 17:39:38,00:00:03,,Once Upon a Small Town: Saison 1: Épisode 7 (Épisode 7),,Chrome PC (Cadmium),00:00:03,Not latest view,FR (France)
Wahil,2022-10-25 17:20:19,00:09:23,,Once Upon a Small Town: Saison 1: Épisode 6 (Épisode 6),,Chrome PC (Cadmium),00:39:28,00:39:28,FR (France)
Wahil,2022-10-25 17:19:56,00:00:06,Autoplayed: user action: None; ,Mini-série (Extrait) : Oni : Légendes du tonnerre,,Chrome PC (Cadmium),00:00:06,00:00:06,FR (France)
Wahil,2022-10-25 17:15:53,00:02:07,Autoplayed: user action: None; ,Saison 1 (Bande-annonce) : Le Cabinet de curiosités de Guillermo del Toro,,Chrome PC (Cadmium),00:00:00,00:00:00,FR (France)
Wahil,2022-10-24 17:27:08,00:24:42,,Once Upon a Small Town: Saison 1: Épisode 6 (Épisode 6),,Chrome PC (Cadmium),00:25:56,Not latest view,FR (France)
Wahil,2022-10-24 16:29:32,00:30:19,,Once Upon a Small Town: Saison 1: Épisode 5 (Épisode 5),,Chrome PC (Cadmium),00:35:20,00:35:20,FR (France)
Wahil,2022-10-24 15:44:11,00:36:10,,Once Upon a Small Town: Saison 1: Épisode 4 (Épisode 4),,Chrome PC (Cadmium),00:37:50,00:37:50,FR (France)
Wahil,2022-10-24 15:40:19,00:01:47,,Once Upon a Small Town: Saison 1: Épisode 3 (Épisode 3),,Chrome PC (Cadmium),00:38:55,00:38:55,FR (France)
Wahil,2022-10-24 15:38:51,00:01:09,Autoplayed: user action: None; ,Mini-série (Extrait 2) : Le Goût de vivre,HOOK,Chrome PC (Cadmium),00:00:00,00:00:00,FR (France)
Wahil,2022-10-24 09:52:04,00:17:59,,Once Upon a Small Town: Saison 1: Épisode 3 (Épisode 3),,Android DefaultWidevineL3Phone Android Phone,00:37:08,Not latest view,FR (France)
Wahil,2022-10-24 07:38:34,00:02:44,,Once Upon a Small Town: Saison 1: Épisode 3 (Épisode 3),,Android DefaultWidevineL3Phone Android Phone,00:17:03,Not latest view,FR (France)
Wahil,2022-10-24 07:38:09,00:00:15,,Barbarians II (Extrait 2) : Barbares,HOOK,Android DefaultWidevineL3Phone Android Phone,00:00:14,00:00:14,FR (France)
Wahil,2022-10-22 16:57:10,00:00:01,,Once Upon a Small Town: Saison 1: Épisode 3 (Épisode 3),,Android DefaultWidevineL3Phone Android Phone,00:14:25,Not latest view,FR (France)
Wahil,2022-10-21 19:49:54,00:02:33,,Once Upon a Small Town: Saison 1: Épisode 3 (Épisode 3),,Android DefaultWidevineL3Phone Android Phone,00:14:25,Not latest view,FR (France)
Wahil,2022-10-21 14:32:44,00:00:21,Autoplayed: user action: None; ,"Mini-série (Extrait) : Notre-Dame, la part du feu",HOOK,Chrome PC (Cadmium),00:00:21,00:00:21,FR (France)
Wahil,2022-10-19 21:06:12,00:11:07,,Once Upon a Small Town: Saison 1: Épisode 3 (Épisode 3),,Android DefaultWidevineL3Phone Android Phone,00:11:55,Not latest view,FR (France)
Wahil,2022-10-19 20:41:16,00:24:50,,Once Upon a Small Town: Saison 1: Épisode 2 (Épisode 2),,Android DefaultWidevineL3Phone Android Phone,00:33:39,00:33:39,FR (France)
Wahil,2022-10-19 20:14:43,00:26:28,,Once Upon a Small Town: Saison 1: Épisode 1 (Épisode 1),,Android DefaultWidevineL3Phone Android Phone,00:31:00,00:31:00,FR (France)
Wahil,2022-10-19 20:14:18,00:00:05,,Bande-annonce 2 : L'École du Bien et du Mal,TRAILER,Android DefaultWidevineL3Phone Android Phone,00:00:05,00:00:05,FR (France)
Wahil,2022-10-18 18:39:08,00:00:07,Autoplayed: user action: None; ,Saison 1 (Bande-annonce) : Once Upon a Small Town,,Chrome PC (Cadmium),00:00:07,00:00:07,FR (France)
Wahil,2022-10-15 09:45:04,00:43:09,,Ted,,Android DefaultWidevineL3Phone Android Phone,00:46:44,00:46:44,FR (France)
Wahil,2022-10-14 18:04:51,01:27:49,,La vie scolaire,,Freebox - SEI Robotics FBXBG02A MVPD STB,01:29:14,01:29:14,FR (France)
Wahil,2022-10-14 18:00:25,00:00:14,Autoplayed: user action: None; ,Saison 1 (Extrait 2) : Qui est la taupe ?,HOOK,Freebox - SEI Robotics FBXBG02A MVPD STB,00:00:14,00:00:14,FR (France)
Wahil,2022-10-14 17:59:39,00:00:23,Autoplayed: user action: None; ,Le Mauvais Esprit d'Halloween (Extrait) : Le Mauvais Esprit d'Halloween,HOOK,Freebox - SEI Robotics FBXBG02A MVPD STB,00:00:23,00:00:23,FR (France)
Wahil,2022-10-14 17:59:21,00:00:05,Autoplayed: user action: None; ,Bande-annonce : Blackout,TRAILER,Freebox - SEI Robotics FBXBG02A MVPD STB,00:00:05,00:00:05,FR (France)
Wahil,2022-10-14 17:57:50,00:00:17,Autoplayed: user action: None; ,Saison 1 (Extrait) : exception,HOOK,Freebox - SEI Robotics FBXBG02A MVPD STB,00:00:17,00:00:17,FR (France)
Wahil,2022-10-14 17:57:26,00:00:18,Autoplayed: user action: None; ,Saison 1 (Extrait) : James chez les bizarroïdes,HOOK,Freebox - SEI Robotics FBXBG02A MVPD STB,00:00:18,00:00:18,FR (France)
Wahil,2022-10-14 17:56:57,00:00:16,Autoplayed: user action: None; ,Le Téléphone de M. Harrigan (Extrait) : Le Téléphone de M. Harrigan,HOOK,Freebox - SEI Robotics FBXBG02A MVPD STB,00:00:16,00:00:16,FR (France)
Wahil,2022-10-14 17:56:12,00:00:05,Autoplayed: user action: None; ,DEAW 13 Thai Stand Up Comedy (Extrait) : DEAW 13 Thai Stand Up Comedy,HOOK,Freebox - SEI Robotics FBXBG02A MVPD STB,00:00:05,00:00:05,FR (France)
Wahil,2022-10-14 14:23:31,00:00:33,Autoplayed: user action: None; ,Saison 1 (Extrait) : Les papillons noirs,HOOK,Chrome PC (Cadmium),00:00:33,00:00:33,FR (France)
Wahil,2022-10-13 18:56:46,00:01:02,Autoplayed: user action: None; ,Derry Girls : Saison 2 (Bande-annonce),TRAILER,Chrome PC (Cadmium),00:01:02,00:01:02,FR (France)
Wahil,2022-10-10 17:48:24,01:27:11,,Blonde,,Android DefaultWidevineL3Phone Android Phone,01:49:31,01:49:31,FR (France)
Wahil,2022-10-09 23:00:32,00:45:15,,"DAHMER: Monstre : L'histoire de Jeffrey Dahmer: Dieu de pardon, Dieu de vengeance (Épisode 10)",,Android DefaultWidevineL3Phone Android Phone,00:51:33,00:51:33,FR (France)
Wahil,2022-10-09 22:22:41,00:37:44,,DAHMER: Monstre : L'histoire de Jeffrey Dahmer: Le croque-mitaine (Épisode 9),,Android DefaultWidevineL3Phone Android Phone,00:45:45,00:45:45,FR (France)
Wahil,2022-10-09 21:41:19,00:41:20,,DAHMER: Monstre : L'histoire de Jeffrey Dahmer: Lionel (Épisode 8),,Android DefaultWidevineL3Phone Android Phone,00:43:41,00:43:41,FR (France)
Wahil,2022-10-09 21:05:19,00:35:55,,DAHMER: Monstre : L'histoire de Jeffrey Dahmer: Cassandre (Épisode 7),,Android DefaultWidevineL3Phone Android Phone,00:41:36,00:41:36,FR (France)
Wahil,2022-10-09 20:53:36,00:11:39,,DAHMER: Monstre : L'histoire de Jeffrey Dahmer: Passé sous silence (Épisode 6),,Android DefaultWidevineL3Phone Android Phone,00:52:10,00:52:10,FR (France)
Wahil,2022-10-08 18:58:59,00:06:02,,Blonde,,Chrome PC (Cadmium),00:06:02,Not latest view,FR (France)
Wahil,2022-10-08 18:57:46,00:00:58,Autoplayed: user action: None; ,Mini-série (Teaser) : Jeffrey Dahmer : Autoportrait d'un tueur,TEASER_TRAILER,Chrome PC (Cadmium),00:00:00,00:00:00,FR (France)
Wahil,2022-10-03 18:36:29,00:06:14,,DAHMER: Monstre : L'histoire de Jeffrey Dahmer: Passé sous silence (Épisode 6),,Chrome PC (Cadmium),00:37:02,Not latest view,FR (France)
Wahil,2022-10-03 18:35:51,00:00:29,Autoplayed: user action: None; ,Saison 1 (Bande-annonce) : Phantom Pups : En chair et en os ?,TRAILER,Chrome PC (Cadmium),00:00:40,00:00:40,FR (France)
Wahil,2022-10-03 18:35:38,00:00:12,Autoplayed: user action: None; ,Saison 1 (Bande-annonce) : Phantom Pups : En chair et en os ?,TRAILER,Chrome PC (Cadmium),00:00:12,Not latest view,FR (France)
Wahil,2022-10-01 21:40:28,00:27:06,,DAHMER: Monstre : L'histoire de Jeffrey Dahmer: Passé sous silence (Épisode 6),,Android DefaultWidevineL3Phone Android Phone,00:30:00,Not latest view,FR (France)
Wahil,2022-10-01 20:27:12,00:44:19,,DAHMER: Monstre : L'histoire de Jeffrey Dahmer: Du sang sur les mains (Épisode 5),,Android DefaultWidevineL3Phone Android Phone,00:56:28,00:56:28,FR (France)
Wahil,2022-10-01 19:43:15,00:43:43,,DAHMER: Monstre : L'histoire de Jeffrey Dahmer: La boîte d'un bon garçon (Épisode 4),,Android DefaultWidevineL3Phone Android Phone,00:59:35,00:59:35,FR (France)
Wahil,2022-10-01 19:11:02,00:31:38,,DAHMER: Monstre : L'histoire de Jeffrey Dahmer: Faire un Dahmer (Épisode 3),,Android DefaultWidevineL3Phone Android Phone,00:50:13,00:50:13,FR (France)
Wahil,2022-10-01 19:10:17,00:00:11,,One the Woman: Season 1_hook_03_16x9,HOOK,Android DefaultWidevineL3Phone Android Phone,00:00:11,00:00:11,FR (France)
Wahil,2022-09-30 21:11:00,00:00:11,,DAHMER: Monstre : L'histoire de Jeffrey Dahmer: Faire un Dahmer (Épisode 3),,Android DefaultWidevineL3Phone Android Phone,00:00:58,Not latest view,FR (France)
Wahil,2022-09-30 20:27:11,00:13:49,,DAHMER: Monstre : L'histoire de Jeffrey Dahmer: Ne me laisse pas (Épisode 2),,Android DefaultWidevineL3Phone Android Phone,00:48:56,00:48:56,FR (France)
Wahil,2022-09-30 19:38:15,00:07:04,,DAHMER: Monstre : L'histoire de Jeffrey Dahmer: Ne me laisse pas (Épisode 2),,Android DefaultWidevineL3Phone Android Phone,00:32:31,Not latest view,FR (France)
Wahil,2022-09-28 11:54:39,00:08:05,,DAHMER: Monstre : L'histoire de Jeffrey Dahmer: Ne me laisse pas (Épisode 2),,Chrome PC (Cadmium),00:25:44,Not latest view,FR (France)
Wahil,2022-09-28 11:53:48,00:00:27,Autoplayed: user action: None; ,Mini-série (Extrait) : The Real Bling Ring : Cambriolages à Hollywood,HOOK,Chrome PC (Cadmium),00:00:27,00:00:27,FR (France)
Wahil,2022-09-28 11:52:41,00:00:50,Autoplayed: user action: None; ,Mother Is Wrong: Season 1_hook_05_16x9,HOOK,Chrome PC (Cadmium),00:00:50,00:00:50,FR (France)
Wahil,2022-09-28 11:51:34,00:00:38,Autoplayed: user action: None; ,Trial by Fire_hook_02_16x9,HOOK,Chrome PC (Cadmium),00:00:38,00:00:38,FR (France)
Wahil,2022-09-28 11:50:48,00:00:41,Autoplayed: user action: None; ,A Jazzman's Blues (Extrait) : A Jazzman's Blues,HOOK,Chrome PC (Cadmium),00:00:41,00:00:41,FR (France)
Wahil,2022-09-28 11:50:30,00:00:08,Autoplayed: user action: None; ,Voyage vers l'infini (Extrait 18) : Voyage vers l'infini,HOOK,Chrome PC (Cadmium),00:00:08,00:00:08,FR (France)
Wahil,2022-09-28 11:49:30,00:00:46,Autoplayed: user action: None; ,Teaser : ATHENA,TEASER_TRAILER,Chrome PC (Cadmium),00:00:46,00:00:46,FR (France)
Wahil,2022-09-28 11:48:20,00:00:50,Autoplayed: user action: None; ,The Defeated: Season 1_hook_02_16x9,HOOK,Chrome PC (Cadmium),00:00:50,00:00:50,FR (France)
Wahil,2022-09-28 11:47:26,00:00:48,Autoplayed: user action: None; ,Bande-annonce : Lou,TRAILER,Chrome PC (Cadmium),00:00:48,00:00:48,FR (France)
Wahil,2022-09-28 11:47:03,00:00:19,Autoplayed: user action: None; ,Flower of Evil: Season 1_hook_04_16x9,HOOK,Chrome PC (Cadmium),00:00:19,00:00:19,FR (France)
Wahil,2022-09-28 11:46:18,00:00:40,Autoplayed: user action: None; ,Teaser : Blonde,TEASER_TRAILER,Chrome PC (Cadmium),00:00:49,00:00:49,FR (France)
Wahil,2022-09-28 11:46:10,00:00:12,Autoplayed: user action: None; ,Teaser : Blonde,TEASER_TRAILER,Chrome PC (Cadmium),00:00:00,Not latest view,FR (France)
Wahil,2022-09-27 09:35:01,00:00:09,,Les Murs vagabonds (Extrait) : Les Murs vagabonds,HOOK,Android DefaultWidevineL3Phone Android Phone,00:00:18,Not latest view,FR (France)
Wahil,2022-09-21 18:55:13,00:14:44,,DAHMER: Monstre : L'histoire de Jeffrey Dahmer: Ne me laisse pas (Épisode 2),,Chrome PC (Cadmium),00:14:54,Not latest view,FR (France)
Wahil,2022-09-21 18:10:08,00:33:46,,DAHMER: Monstre : L'histoire de Jeffrey Dahmer: Épisode un (Épisode 1),,Chrome PC (Cadmium),00:46:20,00:46:20,FR (France)
Wahil,2022-09-21 18:08:50,00:01:07,Autoplayed: user action: None; ,Bande-annonce : Le Parfumeur,TRAILER,Chrome PC (Cadmium),00:01:14,00:01:14,FR (France)
Wahil,2022-09-21 18:08:40,00:00:08,Autoplayed: user action: None; ,Bande-annonce : Le Parfumeur,TRAILER,Chrome PC (Cadmium),00:00:08,Not latest view,FR (France)
Wahil,2022-09-21 14:27:17,00:01:17,Autoplayed: user action: None; ,Monstre : L'histoire de Jeffrey Dahmer (Extrait) : DAHMER,HOOK,Chrome PC (Cadmium),00:00:00,00:00:00,FR (France)
Wahil,2022-09-20 17:12:07,00:00:05,Autoplayed: user action: None; ,Saison 1 (Bande-annonce) : Human Resources,TRAILER,Chrome PC (Cadmium),00:00:05,00:00:05,FR (France)
